time,utm_x,utm_y,x,y,z,ve,vn,vu,pitch,roll,yaw,qbn_0,qbn_1,qbn_2,qbn_3,init_align,x_sd,y_sd,z_sd,vx_sd,vy_sd,vz_sd,pitch_sd,roll_sd,yaw_sd,state,attacked
1523501425.3697443,351273.82743316103,4026501.138241579,2.222538445992439,0.634813487191318,60.06772196056826,1.0308551382485465,4.615025930008309,0.0272756308148229,-0.0115908434831202,0.0111664441625147,0.2834530689214878,-0.6433476008770335,0.0068890471660004,-0.00333775062539,-0.344575575804857,1.0,0.0011051832212303,0.0003012287350329,0.0134135690321851,0.0003617723386985,0.0002582727601734,7.025905502776736e-05,0.0038321211464879,0.0038749340121888,0.0054096242488357,2.8794258748736867,1.0
1523501425.3697443,351273.8274350021,4026501.138262643,2.2225384459927264,0.6348134871946364,60.06772274914111,1.030856274652733,4.615025263450547,0.0272759461300449,-0.0115907809622175,0.0111665673815919,0.283453072926512,-0.6433476034494775,0.0068890046990532,-0.0033378070132976,-0.3445755777314062,1.0,0.001105198661973,0.0003013003514551,0.0134135725360499,0.0003617816058631,0.0002583108541883,7.025964481422462e-05,0.0038322791580825,0.0038749724199828,0.005409667588279,2.8794258748736867,1.0
1523501425.3697443,351273.8274246665,4026501.1383008007,2.222538445990591,0.6348134872006083,60.06942625917527,1.030863577962757,4.6150457120651005,0.0273733328993806,-0.011634516833627,0.0111437957323039,0.2834501227303734,-0.6433483090090667,0.0068974404371681,-0.0033180972147007,-0.3445744006391179,1.0,0.0011051226081617,0.0003013797688455,0.0134121827187112,0.0003617349395699,0.0002583486161919,7.02473357002482e-05,0.003832515152538,0.0038748251560721,0.0054096443591619,2.8794258748736867,1.0
1523501425.3697443,351273.8274295323,4026501.138333506,2.222538445991425,0.6348134872057666,60.06772249039054,1.0308545423480646,4.615020315705488,0.0272758706356107,-0.011590403559696,0.0111665829269207,0.2834530773775237,-0.64334760489504,0.0068888144559255,-0.0033377669784635,-0.3445755816002394,1.0,0.0011051736828696,0.0003012910671449,0.0134135686665458,0.0003617701768024,0.0002583009904276,7.025901867974866e-05,0.0038322273526358,0.0038749285057608,0.0054096246783743,2.8794258748736867,1.0
1523501425.3697443,351273.8274288111,4026501.1383427023,2.2225384459912534,0.6348134872072113,60.06772462723338,1.0308556656893733,4.615026935775958,0.0272767152189682,-0.0115905824053257,0.0111665079195361,0.2834530481788265,-0.643347616645808,0.0068888555540047,-0.0033377818523679,-0.3445755889282467,1.0,0.0011052315563016,0.0003013668910463,0.0134135828913946,0.0003617999052723,0.0002583432393274,7.026131526601265e-05,0.0038324138821298,0.0038750523985782,0.005409782118926,2.8794258748736867,1.0
1523501425.3697443,351273.82742477243,4026501.1383583415,2.222538445990416,0.63481348720966,60.06772229300601,1.0308547111744764,4.615025622983197,0.0272758382938492,-0.0115905604392462,0.0111665823651758,0.2834530803536574,-0.6433476051144108,0.0068888923374048,-0.0033377680533819,-0.3445755811980261,1.0,0.0011051744494372,0.0003013707841792,0.0134135684352548,0.0003617698269032,0.000258341646622,7.025898644339491e-05,0.0038323932045859,0.0038749260592942,0.0054096210515234,2.8794258748736867,1.0
1523501425.3697443,351273.82742156315,4026501.1383721153,2.2225384459897457,0.6348134872118176,60.067722321190125,1.0308546598343782,4.615026845709695,0.0272757578387138,-0.0115905521557287,0.011166588547861,0.2834530800331059,-0.6433476059105993,0.0068888896405508,-0.0033377671676109,-0.3445755805303517,1.0,0.0011051769776513,0.0003014143490928,0.0134135688391283,0.0003617717298894,0.0002583645226187,7.025904461940075e-05,0.0038324881346436,0.0038749344757066,0.0054096263983982,2.8794258748736867,1.0
1523501425.3697443,351273.8274192529,4026501.1383878463,2.2225384459892434,0.6348134872142854,60.06772284741253,1.0308545404427905,4.615029270622642,0.0272762526654144,-0.0115906360467714,0.0111665932520886,0.2834530682294062,-0.6433476047016122,0.0068889294939989,-0.0033377765123734,-0.3445755741733123,1.0,0.0011052060913746,0.0003014809473487,0.0134135731198863,0.0003617862227494,0.0002583992996508,7.025957906917364e-05,0.0038326300600314,0.0038749896075235,0.005409680032506,2.8794258748736867,1.0
1523501425.3697443,351273.8274156414,4026501.138404726,2.222538445988484,0.6348134872169305,60.067722433221206,1.0308544750314543,4.615028289542519,0.0272759153908744,-0.0115907188980836,0.0111665577668464,0.2834530752606292,-0.643347606088631,0.0068889720794511,-0.0033377779125864,-0.3445755778887105,1.0,0.0011051817210555,0.0003014987294786,0.0134135691333162,0.0003617735182802,0.0002584077241782,7.025907907508068e-05,0.0038326659542733,0.0038749409911393,0.0054096299749551,2.8794258748736867,1.0
1523501425.3697443,351273.82741197944,4026501.13842448,2.2225384459877056,0.6348134872200276,60.06772434159825,1.030853857986531,4.615023996639079,0.0272763237767108,-0.0115905948044411,0.011166444500141,0.2834530751290833,-0.6433476100517171,0.0068889336226849,-0.0033377223248712,-0.3445755788222486,1.0,0.0011051906847734,0.0003015753902919,0.0134135748831822,0.0003617786401264,0.0002584471068932,7.025943260839505e-05,0.0038328280561336,0.003874960782405,0.0054096540130873,2.8794258748736867,1.0
